Question Type,Domain,Language,Difficulty Level,Question Text,Correct Answer,First Answer,Is Correct,Second Answer,Is Correct,Third Answer,Is Correct,Fourth Answer,Is Correct
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt tipurile de documentație de testare?,"A, C",Plan de testare,TRUE,Manual de utilizare,FALSE,Cazuri de testare,TRUE,Cerințe funcționale,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt etapele SDLC?,"A, C",Analiza cerințelor,TRUE,Doar testarea,FALSE,Proiectare,TRUE,Implementare,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt tehnicile comune de testare a software-ului?,"A, C",Analiza valorilor limită,TRUE,Refactorizarea codului,FALSE,Împărțirea în echivalențe,TRUE,Colectarea cerințelor,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce activități sunt implicate în testarea statică?,"B, C",Execuția codului,FALSE,Revizuirea codului,TRUE,Walkthrough-uri,TRUE,Testarea încărcării,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care dintre următoarele sunt tipuri de testare a performanței?,"A, C",Testarea de stres,TRUE,Testarea unităților,FALSE,Testarea încărcării,TRUE,Testarea de regresie,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care este scopul testării de acceptare?,"A, C",Pentru a verifica conformitatea sistemului cu cerințele de afaceri,TRUE,Pentru a testa unități individuale de cod,FALSE,Pentru a asigura că sistemul este gata de implementare,TRUE,Pentru a găsi probleme de integrare între module,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce instrumente sunt utilizate în mod obișnuit pentru urmărirea defectelor?,"A, C",JIRA,TRUE,Microsoft Word,FALSE,Bugzilla,TRUE,Adobe Photoshop,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt strategiile comune de testare bazate pe risc?,"B, D",Testarea doar a funcționalităților trecute,FALSE,Prioritizarea testelor pe baza riscului,TRUE,Ignorarea zonelor cu risc scăzut,FALSE,Alocarea mai multor resurse pentru zonele cu risc ridicat,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt exemple de tehnici de testare white-box?,"B, D",Testarea black-box,FALSE,Acoperirea instrucțiunilor,TRUE,Testarea interfeței utilizatorului,FALSE,Acoperirea deciziilor,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt principiile cheie ale testării Agile?,"B, D",Feedback întârziat,FALSE,Testare continuă,TRUE,Faze rigide de testare,FALSE,Abordare colaborativă,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care factori influențează estimarea testelor?,"A, B",Complexitatea aplicației,TRUE,Disponibilitatea resurselor,TRUE,Ignorarea experienței anterioare,FALSE,Constrângerile de timp,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt exemple de metrici de testare?,"A, C",Densitatea defectelor,TRUE,Linii de cod,FALSE,Acoperirea testelor,TRUE,Bugetul proiectului,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce practici ajută la îmbunătățirea calității software-ului?,"A, C",Revizuiri de cod,TRUE,Sărirea etapelor de testare,FALSE,Programare în pereche,TRUE,Ignorarea feedback-ului utilizatorilor,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt tipurile comune de medii de testare?,"B, C",Mediu de dezvoltare,FALSE,Mediu de staging,TRUE,Mediu de testare,TRUE,Mediu de producție,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt nivelurile de testare în dezvoltarea software?,"A, B",Testarea componentelor,TRUE,Testarea sistemului,TRUE,Testarea documentației,FALSE,Testarea marketingului,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care este scopul testării de integrare?,"A, D",Pentru a testa modulele combinate pentru defecte,TRUE,Pentru a evalua funcționalitatea întregului sistem,FALSE,Pentru a testa unități individuale independent,FALSE,Pentru a identifica erori de interfață între module,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce metodologii subliniază dezvoltarea iterativă?,"A, C",Modelul spirală,TRUE,Modelul Waterfall,FALSE,RAD (Rapid Application Development),TRUE,Modelul V,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt aspectele cheie ale testării utilizabilității?,"A, C",Ușurința în învățare,TRUE,Securitatea sistemului,FALSE,Satisfacția utilizatorului,TRUE,Integritatea datelor,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt beneficiile utilizării sistemelor de control al versiunilor în QA?,"B, C",Prevenirea colaborării,FALSE,Urmărirea modificărilor în timp,TRUE,Facilitarea revenirii la versiunile anterioare,TRUE,Reducerea calității codului,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt provocările comune în testarea aplicațiilor mobile?,"B, C",Număr limitat de utilizatori,FALSE,Fragmentarea dispozitivelor,TRUE,Diferite versiuni de sistem de operare,TRUE,Condiții de rețea consistente,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt caracteristicile cazurilor de testare eficiente?,"B, C",Pași ambigui,FALSE,Clare și concise,TRUE,Rezultate așteptate specificate,TRUE,Irrelevante pentru cerințe,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce activități fac parte din închiderea testelor?,"B, C",Scrierea de cod nou,FALSE,Evaluarea criteriilor de ieșire,TRUE,Arhivarea artefactelor de testare,TRUE,Începerea fazei de dezvoltare,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt atributele comune ale calității codului?,"B, C",Redundanță,FALSE,Mentenabilitate,TRUE,Reutilizabilitate,TRUE,Ofuscare,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce metode ajută la prevenirea defectelor?,"B, C",Omiterea testării,FALSE,Revizuiri de cod,TRUE,Instrumente de analiză statică,TRUE,Ignorarea specificațiilor,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce practici sunt incluse în integrarea continuă?,"B, C",Integrare întârziată,FALSE,Comiterea frecventă a codului,TRUE,Build-uri automate,TRUE,Doar testare manuală,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt beneficiile cheie ale cadrului de automatizare a testelor?,"B, D",Efort de întreținere crescut,FALSE,Reutilizarea scripturilor de testare,TRUE,Viteză redusă de execuție,FALSE,Standardizarea procesului de testare,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt exemple de scenarii de testare de stres?,"B, D",Condiții normale de utilizare,FALSE,Simularea unei încărcări mari de utilizatori,TRUE,Testarea cu volum redus de date,FALSE,Supraîncărcarea resurselor sistemului,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt elementele unui raport de defect bun?,"B, D",Opinii personale,FALSE,Rezumat clar,TRUE,Descrieri vagi,FALSE,Pași pentru reproducere,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce instrumente sunt utilizate în mod obișnuit pentru testarea performanței?,"B, D",Notepad,FALSE,LoadRunner,TRUE,Paint,FALSE,JMeter,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce practici ajută la verificarea cerințelor?,"B, D",Ignorarea părților interesate,FALSE,Revizuiri ale cerințelor,TRUE,Presupunerea detaliilor,FALSE,Prototipare,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce acțiuni fac parte din managementul riscului în QA?,"B, D",Ignorarea problemelor potențiale,FALSE,Identificarea riscurilor potențiale,TRUE,Amplificarea riscurilor,FALSE,Mitigarea riscurilor identificate,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care tipuri de testare sunt realizate de obicei manual?,"B, D",Testarea automată de regresie,FALSE,Testarea utilizabilității,TRUE,Testarea unităților,FALSE,Testarea exploratorie,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt diferențele cheie între QC și QA?,"A, C",QA se concentrează pe îmbunătățirea proceselor,TRUE,QC se referă la controlul proceselor,FALSE,QC implică activități orientate pe produs,TRUE,QA este testarea produsului,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt cele mai bune practici pentru gestionarea datelor de testare?,"B, C",Utilizarea datelor reale ale clienților fără anonimizare,FALSE,Crearea de date sintetice,TRUE,Masca de date pentru informații sensibile,TRUE,Ignorarea reglementărilor de conformitate a datelor,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt cauzele comune ale defectelor software?,A C,Comunicarea greșită a cerințelor,TRUE,Testare cuprinzătoare,FALSE,Erori de programare,TRUE,Documentație adecvată,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care elemente sunt incluse într-un document de strategie de testare?,A C,Obiectivele testării,TRUE,Planul de marketing al proiectului,FALSE,Scopul și abordarea testării,TRUE,Finanțele companiei,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt beneficiile testării în pereche?,A C,Rezolvare colaborativă a problemelor,TRUE,Reducerea împărtășirii cunoștințelor,FALSE,Îmbunătățirea acoperirii testelor,TRUE,Izolarea testerilor,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt caracteristicile cheie ale unui instrument bun de management al testelor?,A C,Capacități de planificare a testelor,TRUE,Funcționalități limitate de raportare,FALSE,Integrare cu urmărirea defectelor,TRUE,Interfață dificilă pentru utilizator,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce practici îmbunătățesc prevenirea defectelor?,A C,Analiza cauzei rădăcină,TRUE,Omiterea revizuirilor de cod,FALSE,Training și educație,TRUE,Neglijarea greșelilor din trecut,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt provocările asociate cu echipele de testare distribuite?,"A, B",Bariere de comunicare,TRUE,Diferențe de fus orar,TRUE,Coeziune instantanee a echipei,FALSE,Neînțelegeri culturale,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce tipuri de testare sunt deosebit de importante pentru aplicațiile web?,"A, C",Testarea cross-browser,TRUE,Testarea dependentă de platformă,FALSE,Testarea securității,TRUE,Ignorarea interfeței utilizatorului,FALSE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt componentele testării încărcării?,"B, D",Ignorarea metricilor de performanță,FALSE,Analiza comportamentului sistemului sub încărcare,TRUE,Testarea doar cu un singur utilizator,FALSE,Simularea mai multor utilizatori,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care factori contribuie la automatizarea eficientă a testelor?,"C, D",Ignorarea rezultatelor testelor,FALSE,Automatizarea funcționalităților instabile,FALSE,Întreținerea scripturilor de testare,TRUE,Selectarea instrumentelor potrivite,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce metode asigură o acoperire cuprinzătoare a testelor?,"C, D",Excluderea funcționalităților critice,FALSE,Execuția aleatorie a testelor,FALSE,Testare bazată pe cerințe,TRUE,Matrice de trasabilitate,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt calitățile esențiale ale unui bun tester QA?,"C, D",Comunicare slabă,FALSE,Inflexibilitate,FALSE,Abilități analitice,TRUE,Atenție la detalii,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Ce activități sunt incluse în planificarea testelor?,"B, D",Ignorarea alocării resurselor,FALSE,Selectarea instrumentelor de testare,TRUE,Începerea dezvoltării codului,FALSE,Definirea obiectivelor testelor,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt provocările comune în testarea automatizată?,"C, D",Eliminarea totală a testării manuale,FALSE,Viteză redusă de execuție a testelor,FALSE,Întreținerea scripturilor de testare,TRUE,Cost inițial ridicat de configurare,TRUE
Multiple Choice,Software Testing (QA),Romanian,Medium,Care sunt tipurile de testare black-box?,"C, D",Testarea căilor,FALSE,Acoperirea instrucțiunilor,FALSE,Testarea compatibilității,TRUE,Testarea funcțională,TRUE
Single Choice,Java,English,Medium,What is an abstract class in Java?,A,A class that cannot be instantiated.,TRUE,A class that can be instantiated.,FALSE,A class with only static methods.,FALSE,A class without any methods.,FALSE
Single Choice,Java,English,Medium,What is the difference between primitive types and object types in Java?,C,Primitive types are passed by reference; objects are passed by value.,FALSE,Primitive types are stored on the heap; objects are stored on the stack.,FALSE,Primitive types hold actual values; objects hold references to values.,TRUE,There is no difference between them.,FALSE
Single Choice,Java,English,Medium,What is polymorphism in Java?,B,The ability of a class to have multiple superclasses.,FALSE,"The ability of a variable, function, or object to take on multiple forms.",TRUE,The use of encapsulation to hide data.,FALSE,Transforming one object into another.,FALSE
Single Choice,Java,English,Medium,How do you define a generic function in Java?,A,public <T> void method(),TRUE,public void <T> method(),FALSE,public void method()<T>,FALSE,public method<T>() void,FALSE
Single Choice,Java,English,Medium,What is the purpose of functional interfaces in Java 8?,C,To enable multiple inheritance of type.,FALSE,To allow default methods in interfaces.,FALSE,To use lambda expressions and method references.,TRUE,To enforce immutability.,FALSE
Single Choice,Java,English,Medium,What does the 'volatile' keyword do in Java?,B,Makes a variable read-only.,FALSE,Ensures that variable updates are visible to all threads.,TRUE,Prevents variable reordering by the compiler.,FALSE,Allows variable sharing between classes.,FALSE
Single Choice,Java,English,Medium,What is a static block in Java?,B,A block executed every time an object is created.,FALSE,A block that initializes static variables when the class is loaded.,TRUE,A block that can only access instance variables.,FALSE,A block executed before the main method.,FALSE
Single Choice,Java,English,Medium,What is serialization in Java?,C,Compiling code into bytecode.,FALSE,Converting bytecode into machine code.,FALSE,Converting an object into a byte stream.,TRUE,Executing code remotely.,FALSE
Single Choice,Java,English,Medium,How do you create a thread in Java?,A,By extending Thread class or implementing Runnable interface.,TRUE,By overriding the run() method in Object class.,FALSE,By using the synchronized keyword.,FALSE,By invoking the startThread() method.,FALSE
Single Choice,Java,English,Medium,What is a checked exception in Java?,B,An exception due to programming errors.,FALSE,An exception that must be caught or declared.,TRUE,An exception that doesn't need handling.,FALSE,An exception thrown by the JVM.,FALSE
Single Choice,Java,English,Medium,How do you declare a method that can throw an exception?,A,public void method() throws Exception,TRUE,public void method() throw Exception,FALSE,public void method() throwsException,FALSE,public void method() exception,FALSE
Single Choice,Java,English,Medium,What does the wait() method do in a thread?,D,Stops the thread permanently.,FALSE,Pauses the thread for a specified time.,FALSE,Terminates the thread.,FALSE,Causes the thread to wait until it's notified.,TRUE
Single Choice,Java,English,Medium,What is an anonymous inner class in Java?,A,A class declared without a name and for which only a single object is created.,TRUE,A class with private access modifier.,FALSE,A class inside a method without static keyword.,FALSE,A class with no constructor.,FALSE
Single Choice,Java,English,Medium,What is garbage collection in Java?,B,Allocating memory to objects.,FALSE,Automatically reclaiming memory by destroying unused objects.,TRUE,Manually freeing memory.,FALSE,Compiling code.,FALSE
Single Choice,Java,English,Medium,What is an overridden method in Java?,C,A method with different name but same parameters.,FALSE,A method called before main method.,FALSE,A method in a subclass with the same signature as in superclass.,TRUE,A method inaccessible outside the class.,FALSE
Single Choice,Java,English,Medium,Which of the following collections allows duplicate elements?,B,Set,FALSE,List,TRUE,Map,FALSE,None of the above,FALSE
Single Choice,Java,English,Medium,What is a Java Stream?,C,A type of network connection.,FALSE,An input/output system for files.,FALSE,An API for processing collections in a functional manner.,TRUE,A method for serializing objects.,FALSE
Single Choice,Java,English,Medium,How do you prevent multiple instances in a singleton class?,D,By declaring the class as static.,FALSE,By using synchronized methods.,FALSE,By throwing an exception in the constructor.,FALSE,By making the constructor private and providing a public static method to get the instance.,TRUE
Single Choice,Java,English,Medium,What does the 'transient' keyword do in Java?,A,Indicates a field should not be serialized.,TRUE,Marks a method as temporary.,FALSE,Prevents a class from being inherited.,FALSE,Specifies a variable is volatile.,FALSE
Single Choice,Java,English,Medium,What is the difference between '==' and 'equals()' in Java?,B,==' compares content; 'equals()' compares references.,FALSE,==' compares object references; 'equals()' compares content.,TRUE,There is no difference.,FALSE,Both are for reference comparison only.,FALSE
Single Choice,Java,English,Medium,What is a lambda expression in Java?,A,"An anonymous function that provides an implementation for the single abstract method of a functional interface, thereby creating an instance of that interface",TRUE,A way to create a new class.,FALSE,A method of exception handling.,FALSE,A type of annotation.,FALSE
Single Choice,Java,English,Medium,How do you specify a variable-length argument (varargs) in a method?,D,public void method(int *numbers),FALSE,public void method(int numbers[]),FALSE,public void method(int numbers),FALSE,public void method(int... numbers),TRUE
Single Choice,Java,English,Medium,What does the finalize() method do in Java?,B,Closes files used by the object.,FALSE,Intended to be called by the garbage collector before object destruction.,TRUE,Finalizes variables for use.,FALSE,Initializes an object.,FALSE
Single Choice,Java,English,Medium,What is an Enum in Java?,A,A data type that enables a variable to be a set of predefined constants.,TRUE,A class that cannot be instantiated.,FALSE,A template for creating objects.,FALSE,An exception handling mechanism.,FALSE
Single Choice,Java,English,Medium,How do you create a synchronized method in Java?,A,public synchronized void method(),TRUE,synchronized public void method(),FALSE,public void synchronized method(),FALSE,public void method() synchronized,FALSE
Single Choice,Java,English,Medium,What is the purpose of the Reflection mechanism in Java?,D,To manage I/O operations.,FALSE,To reflect data from one object to another.,FALSE,To handle mathematical calculations.,FALSE,To inspect and manipulate classes and objects at runtime.,TRUE
Single Choice,Java,English,Medium,What are generics in Java?,B,A type of collection.,FALSE,A way to parameterize types with classes and interfaces.,TRUE,A compiler optimization technique.,FALSE,A means to create synchronized methods.,FALSE
Single Choice,Java,English,Medium,What is try-with-resources in Java?,A,A try statement that declares resources (objects that implement the AutoCloseable interface) to be closed automatically.,TRUE,A way to catch multiple exceptions.,FALSE,Method to try accessing network resources.,FALSE,An exception handling mechanism for I/O errors.,FALSE
Single Choice,Java,English,Medium,What is the difference between Path and Classpath in Java?,A,Path is used by OS to locate executables; Classpath is used by JVM to locate class files.,TRUE,There is no difference.,FALSE,Classpath is for OS executables; Path is for Java classes.,FALSE,Both are used by JVM to locate classes.,FALSE
Single Choice,Java,English,Medium,What is serialVersionUID in the context of serialization in Java?,C,An ID used for network communication.,FALSE,A version control number for classes.,FALSE,An identifier verifying compatibility during deserialization.,TRUE,A unique ID for each object instance.,FALSE
Single Choice,Java,Romanian,Medium,Ce este o clasă abstractă în Java?,A,O clasă care nu poate fi instanțiată.,TRUE,O clasă care poate fi instanțiată.,FALSE,O clasă cu doar metode statice.,FALSE,O clasă fără nicio metodă.,FALSE
Single Choice,Java,Romanian,Medium,Care este diferența dintre tipurile primitive și tipurile obiect în Java?,C,Tipurile primitive sunt transmise prin referință; obiectele sunt transmise prin valoare.,FALSE,Tipurile primitive sunt stocate în heap; obiectele sunt stocate în stack.,FALSE,Tipurile primitive dețin valori reale; obiectele dețin referințe la valori.,TRUE,Nu există nicio diferență între ele.,FALSE
Single Choice,Java,Romanian,Medium,Ce este polimorfismul în Java?,B,Capacitatea unei clase de a avea mai multe superclase.,FALSE,"Capacitatea unei variabile, funcții sau obiect de a avea mai multe forme.",TRUE,Utilizarea încapsulării pentru a ascunde datele.,FALSE,Transformarea unui obiect în altul.,FALSE
Single Choice,Java,Romanian,Medium,Cum definești o funcție generică în Java?,A,public <T> void method(),TRUE,public void <T> method(),FALSE,public void method()<T>,FALSE,public method<T>() void,FALSE
Single Choice,Java,Romanian,Medium,Care este scopul interfețelor funcționale în Java 8?,C,Pentru a permite moștenirea multiplă a tipurilor.,FALSE,Pentru a permite metode implicite în interfețe.,FALSE,Pentru a utiliza expresii lambda și referințe la metode.,TRUE,Pentru a impune imutabilitatea.,FALSE
Single Choice,Java,Romanian,Medium,Ce face cuvântul-cheie 'volatile' în Java?,B,Face o variabilă doar în citire.,FALSE,Asigură că actualizările variabilei sunt vizibile pentru toate thread-urile.,TRUE,Previne reordonarea variabilelor de către compilator.,FALSE,Permite partajarea variabilelor între clase.,FALSE
Single Choice,Java,Romanian,Medium,Ce este un bloc static în Java?,B,Un bloc executat de fiecare dată când este creat un obiect.,FALSE,Un bloc care inițializează variabilele statice atunci când clasa este încărcată.,TRUE,Un bloc care poate accesa doar variabile de instanță.,FALSE,Un bloc executat înainte de metoda main.,FALSE
Single Choice,Java,Romanian,Medium,Ce este serializarea în Java?,C,Compilarea codului în bytecode.,FALSE,Conversia bytecode-ului în cod mașină.,FALSE,Conversia unui obiect într-un flux de octeți.,TRUE,Executarea codului de la distanță.,FALSE
Single Choice,Java,Romanian,Medium,Cum creezi un thread în Java?,A,Prin extinderea clasei Thread sau implementarea interfeței Runnable.,TRUE,Prin suprascrierea metodei run() din clasa Object.,FALSE,Prin utilizarea cuvântului-cheie synchronized.,FALSE,Prin invocarea metodei startThread().,FALSE
Single Choice,Java,Romanian,Medium,Ce este o excepție verificată în Java?,B,O excepție cauzată de erori de programare.,FALSE,O excepție care trebuie gestionată sau declarată.,TRUE,O excepție care nu necesită gestionare.,FALSE,O excepție aruncată de JVM.,FALSE
Single Choice,Java,Romanian,Medium,Cum declari o metodă care poate arunca o excepție?,A,public void method() throws Exception,TRUE,public void method() throw Exception,FALSE,public void method() throwsException,FALSE,public void method() exception,FALSE
Single Choice,Java,Romanian,Medium,Ce face metoda wait() într-un thread?,D,Oprește definitiv thread-ul.,FALSE,Pauzează thread-ul pentru un timp specificat.,FALSE,Termină thread-ul.,FALSE,Face ca thread-ul să aștepte până când este notificat.,TRUE
Single Choice,Java,Romanian,Medium,Ce este o clasă interioară anonimă în Java?,A,O clasă declarată fără un nume și pentru care este creat un singur obiect.,TRUE,O clasă cu modificatorul de acces private.,FALSE,O clasă într-o metodă fără cuvântul static.,FALSE,O clasă fără constructor.,FALSE
Single Choice,Java,Romanian,Medium,Ce este colectarea gunoiului (garbage collection) în Java?,B,Alocarea memoriei pentru obiecte.,FALSE,Recuperarea automată a memoriei prin distrugerea obiectelor neutilizate.,TRUE,Eliberarea manuală a memoriei.,FALSE,Compilarea codului.,FALSE
Single Choice,Java,Romanian,Medium,Ce este o metodă suprascrisă în Java?,C,O metodă cu un nume diferit  dar aceiași parametri.,FALSE,O metodă apelată înaintea metodei main.,FALSE,O metodă într-o subclasă cu aceeași semnătură ca în superclasă.,TRUE,O metodă inaccesibilă în afara clasei.,FALSE
Single Choice,Java,Romanian,Medium,Care dintre următoarele colecții permite elemente duplicate?,B,Set,FALSE,List,TRUE,Map,FALSE,Niciuna dintre cele de mai sus.,FALSE
Single Choice,Java,Romanian,Medium,Ce este un Stream în Java?,C,Un tip de conexiune de rețea.,FALSE,Un sistem de intrare/ieșire pentru fișiere.,FALSE,Un API pentru procesarea colecțiilor într-un mod funcțional.,TRUE,O metodă pentru serializarea obiectelor.,FALSE
Single Choice,Java,Romanian,Medium,Cum previi crearea mai multor instanțe într-o clasă Singleton?,D,Declarând clasa ca statică.,FALSE,Folosind metode sincronizate.,FALSE,Aruncând o excepție în constructor.,FALSE,Făcând constructorul privat și oferind o metodă statică publică pentru a obține instanța.,TRUE
Single Choice,Java,Romanian,Medium,Ce face cuvântul-cheie 'transient' în Java?,A,Indică faptul că un câmp nu trebuie serializat.,TRUE,Marchează o metodă ca fiind temporară.,FALSE,Previne moștenirea unei clase.,FALSE,Specifică că o variabilă este volatilă.,FALSE
Single Choice,Java,Romanian,Medium,Care este diferența dintre '==' și 'equals()' în Java?,B,'==' compară conținutul; 'equals()' compară referințele.,FALSE,'==' compară referințele obiectelor; 'equals()' compară conținutul.,TRUE,Nu există nicio diferență.,FALSE,Ambele sunt pentru compararea referințelor.,FALSE
Single Choice,Java,Romanian,Medium,Ce este o expresie lambda în Java?,A,O funcție anonimă care oferă o implementare pentru singura metodă abstractă a unei interfețe funcționale  creând astfel o instanță a acelei interfețe.,TRUE,O modalitate de a crea o nouă clasă.,FALSE,O metodă de gestionare a excepțiilor.,FALSE,Un tip de anotare.,FALSE
Single Choice,Java,Romanian,Medium,Cum specifici un argument cu lungime variabilă (varargs) într-o metodă?,D,public void method(int *numbers),FALSE,public void method(int numbers[]),FALSE,public void method(int numbers),FALSE,public void method(int... numbers),TRUE
Single Choice,Java,Romanian,Medium,Ce face metoda finalize() în Java?,B,Închide fișierele utilizate de obiect.,FALSE,Este destinată să fie apelată de colectorul de gunoi înainte de distrugerea obiectului.,TRUE,Finalizează variabilele pentru utilizare.,FALSE,Inițializează un obiect.,FALSE
Single Choice,Java,Romanian,Medium,Ce este un Enum în Java?,A,Un tip de date care permite unei variabile să fie un set de constante predefinite.,TRUE,O clasă care nu poate fi instanțiată.,FALSE,Un șablon pentru crearea obiectelor.,FALSE,Un mecanism de gestionare a excepțiilor.,FALSE
Single Choice,Java,Romanian,Medium,Cum creezi o metodă sincronizată în Java?,A,public synchronized void method(),TRUE,synchronized public void method(),FALSE,public void synchronized method(),FALSE,public void method() synchronized,FALSE
Single Choice,Java,Romanian,Medium,Care este scopul mecanismului de reflecție în Java?,D,Pentru a gestiona operațiuni de I/O.,FALSE,Pentru a reflecta datele de la un obiect la altul.,FALSE,Pentru a gestiona calcule matematice.,FALSE,Pentru a inspecta și manipula clase și obiecte la runtime.,TRUE
Single Choice,Java,Romanian,Medium,Ce sunt genericele în Java?,B,Un tip de colecție.,FALSE,O modalitate de a parametriza tipurile cu clase și interfețe.,TRUE,O tehnică de optimizare a compilatorului.,FALSE,Un mijloc de a crea metode sincronizate.,FALSE
Single Choice,Java,Romanian,Medium,Ce este try-with-resources în Java?,A,O declarație try care declară resurse (obiecte care implementează interfața AutoCloseable) ce sunt închise automat.,TRUE,O modalitate de a prinde mai multe excepții.,FALSE,O metodă de accesare a resurselor de rețea.,FALSE,Un mecanism de gestionare a excepțiilor pentru erori de I/O.,FALSE
Single Choice,Java,Romanian,Medium,Care este diferența dintre Path și Classpath în Java?,A,Path este utilizat de sistemul de operare pentru a localiza executabile; Classpath este utilizat de JVM pentru a localiza fișierele clasă.,TRUE,Nu există nicio diferență.,FALSE,Classpath este pentru executabilele OS; Path este pentru clasele Java.,FALSE,Ambele sunt utilizate de JVM pentru a localiza clasele.,FALSE
Single Choice,Java,Romanian,Medium,Ce este serialVersionUID în contextul serializării în Java?,C,Un ID utilizat pentru comunicația în rețea.,FALSE,Un număr de control al versiunii pentru clase.,FALSE,Un identificator care verifică compatibilitatea în timpul deserializării.,TRUE,Un ID unic pentru fiecare instanță de obiect.,FALSE
Single Choice,Java,Romanian,Medium,Ce cuvânt cheie este folosit pentru a accesa un membru ascuns al clasei părinte?,A,super,TRUE,this,FALSE,parent,FALSE,base,FALSE
Single Choice,Java,English,Easy,Which keyword is used to declare a class in Java?,A,class,TRUE,public,FALSE,void,FALSE,static,FALSE
Single Choice,Java,English,Easy,What is the size of an int data type in Java?,B,8 bits,FALSE,32 bits,TRUE,64 bits,FALSE,16 bits,FALSE
Single Choice,Java,English,Easy,Which method is the entry point of a Java program?,D,public static int main(String[] args),FALSE,public String main(String[] args),FALSE,public void main(),FALSE,public static void main(String[] args),TRUE
Single Choice,Java,English,Easy,Which symbol is used to terminate a statement in Java?,C,:,FALSE,",",FALSE,;,TRUE,.,FALSE
Single Choice,Java,English,Easy,Which operator is used for addition in Java?,A,+,TRUE,-,FALSE,*,FALSE,/,FALSE
Single Choice,Java,English,Easy,Which data type is used to create a variable that stores text in Java?,B,char,FALSE,String,TRUE,boolean,FALSE,int,FALSE
Single Choice,Java,English,Easy,Which of the following is not a Java keyword?,D,static,FALSE,public,FALSE,void,FALSE,main,TRUE
Single Choice,Java,English,Easy,Which keyword is used to inherit a class in Java?,B,implements,FALSE,extends,TRUE,inherits,FALSE,super,FALSE
Single Choice,Java,English,Easy,What is JVM in Java?,C,Java Valid Machine,FALSE,Java Variable Method,FALSE,Java Virtual Machine,TRUE,Java Visual Model,FALSE
Single Choice,Java,English,Easy,Which exception is thrown when dividing by zero in Java?,A,ArithmeticException,TRUE,NullPointerException,FALSE,ArrayIndexOutOfBoundsException,FALSE,ClassNotFoundException,FALSE
Single Choice,Java,English,Easy,Which keyword is used to create an object in Java?,B,class,FALSE,new,TRUE,create,FALSE,object,FALSE
Single Choice,Java,English,Easy,What is the default value of a boolean variable in Java?,C,TRUE,FALSE,1,FALSE,FALSE,TRUE,0,FALSE
